##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Basal transcription factors	KEGG PATHWAY	ath03022	2	91	0.996877515402	0.999999999964	Barthea41538|Barthea20145	http://www.genome.jp/kegg-bin/show_pathway?ath03022/ath:AT1G03190%09red/ath:AT5G43130%09red
Carbon metabolism	KEGG PATHWAY	ath01200	26	481	0.997514174403	0.999999999964	Barthea06540|Barthea07578|Barthea03690|Barthea20086|Barthea23893|Barthea02766|Barthea31813|Barthea14201|Barthea04242|Barthea27592|Barthea18039|Barthea00472|Barthea33973|Barthea04076|Barthea30705|Barthea29955|Barthea35015|Barthea26049|Barthea23221|Barthea39274|Barthea29274|Barthea28892|Barthea39835|Barthea15419|Barthea27052|Barthea19559	http://www.genome.jp/kegg-bin/show_pathway?ath01200/ath:AT5G13110%09red/ath:AT5G11520%09red/ath:AT2G21330%09red/ath:AT1G24180%09red/ath:AT1G12550%09red/ath:AT4G24620%09red/ath:AT5G47720%09red/ath:AT1G67090%09red/ath:AT4G26910%09red/ath:AT5G50950%09red/ath:AT5G25880%09red/ath:AT1G22170%09red/ath:AT3G55440%09red/ath:AT4G35630%09red/ath:AT5G24400%09red/ath:AT1G74030%09red/ath:AT1G09780%09red/ath:AT1G06550%09red/ath:AT2G30970%09red/ath:AT1G13700%09red/ath:AT3G14420%09red/ath:AT4G32520%09red/ath:AT2G44160%09red/ath:AT1G32470%09red/ath:AT1G32440%09red/ath:AT1G65930%09red
Protein export	KEGG PATHWAY	ath03060	2	94	0.997519390132	0.999999999964	Barthea04946|Barthea41101	http://www.genome.jp/kegg-bin/show_pathway?ath03060/ath:AT5G28540%09red/ath:AT1G48160%09red
RNA transport	KEGG PATHWAY	ath03013	16	339	0.997992056453	0.999999999964	Barthea26713|Barthea13397|Barthea05503|Barthea34689|Barthea05502|Barthea02273|Barthea32390|Barthea24969|Barthea32204|Barthea36665|Barthea42031|Barthea07120|Barthea21159|Barthea09833|Barthea42577|Barthea37020	http://www.genome.jp/kegg-bin/show_pathway?ath03013/ath:AT1G51510%09red/ath:AT4G31120%09red/ath:AT4G27130%09red/ath:AT3G05040%09red/ath:AT3G11400%09red/ath:AT3G57290%09red/ath:AT4G21900%09red/ath:AT5G55190%09red/ath:AT1G10390%09red/ath:AT5G54940%09red/ath:AT2G16650%09red/ath:AT3G52150%09red/ath:AT5G60390%09red/ath:AT2G36660%09red
SNARE interactions in vesicular transport	KEGG PATHWAY	ath04130	1	73	0.998286953472	0.999999999964	Barthea13230	http://www.genome.jp/kegg-bin/show_pathway?ath04130/ath:AT3G11820%09red
Endocytosis	KEGG PATHWAY	ath04144	13	305	0.998914108337	0.999999999964	Barthea23152|Barthea16939|Barthea00454|Barthea45298|Barthea44930|Barthea12402|Barthea11927|Barthea09793|Barthea23328|Barthea17763|Barthea38187|Barthea09739|Barthea12202	http://www.genome.jp/kegg-bin/show_pathway?ath04144/ath:AT5G02500%09red/ath:AT2G33385%09red/ath:AT1G13980%09red/ath:AT3G11130%09red/ath:AT3G53710%09red/ath:AT4G38200%09red/ath:AT3G08530%09red/ath:AT3G12580%09red/ath:AT1G34220%09red/ath:AT4G27040%09red/ath:AT1G48790%09red/ath:AT4G09720%09red/ath:AT3G09920%09red
mRNA surveillance pathway	KEGG PATHWAY	ath03015	7	225	0.999690462392	0.999999999964	Barthea13691|Barthea33129|Barthea32390|Barthea13397|Barthea36665|Barthea23335|Barthea38087	http://www.genome.jp/kegg-bin/show_pathway?ath03015/ath:AT1G51510%09red/ath:AT2G36660%09red/ath:AT4G32850%09red/ath:AT2G42500%09red/ath:AT2G39840%09red/ath:AT3G52150%09red/ath:AT1G58470%09red
Ribosome	KEGG PATHWAY	ath03010	17	539	0.999999875086	0.999999999964	Barthea18981|Barthea39643|Barthea31787|Barthea26684|Barthea06033|Barthea42497|Barthea43112|Barthea39794|Barthea41310|Barthea02241|Barthea00124|Barthea37688|Barthea24364|Barthea29778|Barthea33794|Barthea24281|Barthea30645	http://www.genome.jp/kegg-bin/show_pathway?ath03010/ath:AT5G15220%09red/ath:AT2G36620%09red/ath:AT1G72370%09red/ath:AT3G17465%09red/ath:AT4G34555%09red/ath:AT5G40950%09red/ath:AT4G25740%09red/ath:AT1G27400%09red/ath:AT2G37270%09red/ath:AT5G57290%09red/ath:AT3G61110%09red/ath:AT5G30510%09red/ath:AT1G26880%09red/ath:AT1G67430%09red/ath:AT5G02960%09red/ath:AT5G59240%09red/ath:AT4G17560%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
extracellular region	Gene Ontology	GO:0005576	435	2935	3.29111798955e-22	8.62931136859e-19	Barthea40143|Barthea40145|Barthea10309|Barthea15120|Barthea07925|Barthea07927|Barthea10876|Barthea08519|Barthea06329|Barthea08163|Barthea33979|Barthea43660|Barthea15121|Barthea20825|Barthea29866|Barthea15702|Barthea23221|Barthea23796|Barthea40351|Barthea29813|Barthea29812|Barthea21073|Barthea24928|Barthea19018|Barthea45153|Barthea02721|Barthea02722|Barthea15419|Barthea39968|Barthea13659|Barthea05170|Barthea34999|Barthea16377|Barthea45715|Barthea45716|Barthea45305|Barthea34549|Barthea07780|Barthea21855|Barthea21856|Barthea26293|Barthea08094|Barthea27668|Barthea08463|Barthea01195|Barthea39861|Barthea08464|Barthea21532|Barthea01216|Barthea33737|Barthea33736|Barthea31584|Barthea31582|Barthea44140|Barthea14382|Barthea08520|Barthea30714|Barthea27402|Barthea08523|Barthea45541|Barthea02753|Barthea04801|Barthea18392|Barthea21531|Barthea29289|Barthea32546|Barthea36043|Barthea32540|Barthea29274|Barthea23133|Barthea11728|Barthea22030|Barthea33781|Barthea43550|Barthea08734|Barthea40216|Barthea40217|Barthea10333|Barthea31944|Barthea04252|Barthea35408|Barthea40690|Barthea07603|Barthea15917|Barthea32062|Barthea37502|Barthea42627|Barthea15590|Barthea39734|Barthea25365|Barthea37042|Barthea39225|Barthea06196|Barthea22842|Barthea03875|Barthea41777|Barthea02874|Barthea25704|Barthea25707|Barthea04983|Barthea25512|Barthea43843|Barthea03997|Barthea08223|Barthea08222|Barthea08226|Barthea41179|Barthea07181|Barthea44025|Barthea31649|Barthea27526|Barthea30734|Barthea22430|Barthea18119|Barthea26776|Barthea35900|Barthea20242|Barthea36128|Barthea38589|Barthea40970|Barthea11313|Barthea33741|Barthea33744|Barthea16119|Barthea43179|Barthea41891|Barthea41890|Barthea04568|Barthea45673|Barthea41953|Barthea12492|Barthea12497|Barthea20408|Barthea33126|Barthea33125|Barthea28899|Barthea09175|Barthea23763|Barthea33040|Barthea43770|Barthea36270|Barthea40324|Barthea36784|Barthea09927|Barthea02283|Barthea17162|Barthea19221|Barthea25741|Barthea24837|Barthea15967|Barthea24714|Barthea21917|Barthea40021|Barthea24718|Barthea44387|Barthea15409|Barthea15408|Barthea34659|Barthea26514|Barthea34712|Barthea12039|Barthea05247|Barthea17767|Barthea21962|Barthea22432|Barthea34023|Barthea44795|Barthea22431|Barthea41347|Barthea03011|Barthea40932|Barthea01581|Barthea37892|Barthea26606|Barthea43727|Barthea34321|Barthea37271|Barthea41991|Barthea00966|Barthea29290|Barthea32471|Barthea18412|Barthea20722|Barthea36113|Barthea23907|Barthea10733|Barthea11737|Barthea42532|Barthea30773|Barthea27076|Barthea42431|Barthea22025|Barthea18375|Barthea42095|Barthea30799|Barthea19692|Barthea19693|Barthea31702|Barthea20530|Barthea36754|Barthea36755|Barthea36753|Barthea24406|Barthea07656|Barthea13603|Barthea19325|Barthea07344|Barthea19285|Barthea29734|Barthea29737|Barthea38944|Barthea05750|Barthea38940|Barthea38942|Barthea34928|Barthea14532|Barthea11413|Barthea36988|Barthea15204|Barthea36231|Barthea09612|Barthea14628|Barthea00717|Barthea17822|Barthea14419|Barthea38663|Barthea25697|Barthea25691|Barthea03985|Barthea21890|Barthea03164|Barthea45362|Barthea03433|Barthea17198|Barthea22384|Barthea21879|Barthea13417|Barthea02515|Barthea04692|Barthea06935|Barthea33455|Barthea06629|Barthea33751|Barthea33750|Barthea00487|Barthea11676|Barthea43343|Barthea21450|Barthea22551|Barthea31746|Barthea44865|Barthea27193|Barthea11588|Barthea13098|Barthea08719|Barthea09000|Barthea40402|Barthea26938|Barthea45244|Barthea15027|Barthea29847|Barthea25488|Barthea40233|Barthea03419|Barthea11730|Barthea30461|Barthea30745|Barthea28166|Barthea17170|Barthea40537|Barthea37248|Barthea40053|Barthea37180|Barthea00617|Barthea24766|Barthea10139|Barthea17318|Barthea28267|Barthea10502|Barthea15476|Barthea27864|Barthea12041|Barthea05257|Barthea12043|Barthea27901|Barthea00290|Barthea24797|Barthea34700|Barthea32145|Barthea21738|Barthea02956|Barthea14295|Barthea45731|Barthea45734|Barthea34684|Barthea21803|Barthea32869|Barthea17818|Barthea14059|Barthea33365|Barthea11929|Barthea28468|Barthea31383|Barthea35081|Barthea35729|Barthea05538|Barthea27547|Barthea30305|Barthea04828|Barthea03374|Barthea14772|Barthea01084|Barthea27495|Barthea01579|Barthea07971|Barthea12860|Barthea05282|Barthea30547|Barthea12761|Barthea45510|Barthea11930|Barthea24861|Barthea33664|Barthea26944|Barthea37932|Barthea20838|Barthea02000|Barthea46095|Barthea37832|Barthea06729|Barthea05847|Barthea06548|Barthea24326|Barthea35190|Barthea35219|Barthea42174|Barthea11894|Barthea39596|Barthea03798|Barthea18593|Barthea04443|Barthea34910|Barthea20924|Barthea12319|Barthea24509|Barthea29800|Barthea02678|Barthea00230|Barthea17441|Barthea23872|Barthea29157|Barthea17699|Barthea11968|Barthea02752|Barthea45881|Barthea37158|Barthea29792|Barthea12496|Barthea25582|Barthea41623|Barthea44598|Barthea12498|Barthea03403|Barthea30190|Barthea15889|Barthea24036|Barthea34489|Barthea10764|Barthea06948|Barthea39978|Barthea24677|Barthea34174|Barthea14138|Barthea34176|Barthea43624|Barthea22135|Barthea32418|Barthea07667|Barthea22482|Barthea03321|Barthea07703|Barthea38498|Barthea46172|Barthea23929|Barthea04866|Barthea17099|Barthea28857|Barthea28879|Barthea44924|Barthea44925|Barthea44926|Barthea41845|Barthea09332|Barthea20310|Barthea25401|Barthea33154|Barthea36776|Barthea29612|Barthea40821|Barthea40820|Barthea03786|Barthea23452|Barthea29750|Barthea15746|Barthea05388|Barthea05228|Barthea16301|Barthea13906|Barthea33780|Barthea44316|Barthea29927|Barthea26659|Barthea38443|Barthea26657|Barthea07068|Barthea33379|Barthea17800|Barthea35803|Barthea15519|Barthea10150|Barthea39833|Barthea27809|Barthea14930|Barthea44033|Barthea06888|Barthea41314|Barthea01967|Barthea44339|Barthea00867|Barthea03367|Barthea00868|Barthea29031|Barthea28523|Barthea06606|Barthea00232	http://amigo.geneontology.org/amigo/term/GO:0005576
cellular response to hypoxia	Gene Ontology	GO:0071456	104	394	7.95584263778e-19	1.04301096981e-15	Barthea34476|Barthea04845|Barthea40145|Barthea07120|Barthea30170|Barthea06846|Barthea19834|Barthea00394|Barthea20829|Barthea08163|Barthea06730|Barthea02347|Barthea25908|Barthea32436|Barthea07727|Barthea28424|Barthea00917|Barthea26438|Barthea35447|Barthea26738|Barthea34771|Barthea11676|Barthea11216|Barthea21293|Barthea09793|Barthea45084|Barthea12301|Barthea10360|Barthea23787|Barthea24036|Barthea26963|Barthea13151|Barthea35110|Barthea03835|Barthea13499|Barthea02833|Barthea14712|Barthea28801|Barthea26337|Barthea34309|Barthea16018|Barthea45417|Barthea07177|Barthea12605|Barthea41723|Barthea38498|Barthea27664|Barthea28762|Barthea31587|Barthea09716|Barthea33432|Barthea22313|Barthea40730|Barthea22433|Barthea02311|Barthea10346|Barthea26287|Barthea05151|Barthea09024|Barthea35729|Barthea06800|Barthea38308|Barthea34382|Barthea01616|Barthea38307|Barthea34689|Barthea28843|Barthea34310|Barthea37050|Barthea06186|Barthea41856|Barthea07912|Barthea19278|Barthea32171|Barthea19475|Barthea16227|Barthea32895|Barthea16551|Barthea34430|Barthea02024|Barthea10482|Barthea02273|Barthea12589|Barthea22619|Barthea10012|Barthea06751|Barthea28399|Barthea15358|Barthea13916|Barthea02870|Barthea45326|Barthea34110|Barthea42561|Barthea04637|Barthea23574|Barthea10794|Barthea01968|Barthea08228|Barthea07586|Barthea04339|Barthea32974|Barthea37520|Barthea02643|Barthea03848	http://amigo.geneontology.org/amigo/term/GO:0071456
response to chitin	Gene Ontology	GO:0010200	75	279	2.54626616363e-14	2.22543662701e-11	Barthea05729|Barthea40052|Barthea28424|Barthea30306|Barthea04339|Barthea05723|Barthea30617|Barthea38771|Barthea17865|Barthea30869|Barthea26287|Barthea22530|Barthea21792|Barthea03525|Barthea08875|Barthea23787|Barthea36685|Barthea23401|Barthea03332|Barthea33374|Barthea09024|Barthea26545|Barthea13151|Barthea06800|Barthea26738|Barthea15829|Barthea09964|Barthea42393|Barthea44203|Barthea38308|Barthea28399|Barthea01859|Barthea12861|Barthea28801|Barthea01027|Barthea26337|Barthea22686|Barthea38307|Barthea34382|Barthea34110|Barthea33951|Barthea15258|Barthea13820|Barthea01411|Barthea31587|Barthea39509|Barthea41867|Barthea27184|Barthea45417|Barthea02515|Barthea05469|Barthea37091|Barthea41418|Barthea27856|Barthea19391|Barthea25044|Barthea04790|Barthea13345|Barthea43861|Barthea08982|Barthea45840|Barthea05614|Barthea32558|Barthea26438|Barthea32171|Barthea03950|Barthea35110|Barthea09716|Barthea34771|Barthea02905|Barthea33952|Barthea10964|Barthea02024|Barthea09615|Barthea19558	http://amigo.geneontology.org/amigo/term/GO:0010200
heme binding	Gene Ontology	GO:0020037	79	432	4.56058784067e-08	2.39157226365e-05	Barthea19153|Barthea37048|Barthea27689|Barthea41347|Barthea00966|Barthea03358|Barthea42095|Barthea04437|Barthea10482|Barthea26853|Barthea29454|Barthea00579|Barthea26181|Barthea04681|Barthea03374|Barthea05092|Barthea11894|Barthea07667|Barthea34321|Barthea35982|Barthea39348|Barthea10078|Barthea05641|Barthea20263|Barthea06805|Barthea10608|Barthea22842|Barthea32540|Barthea36128|Barthea34700|Barthea35408|Barthea36754|Barthea20924|Barthea36755|Barthea01783|Barthea07259|Barthea39349|Barthea23133|Barthea44033|Barthea45326|Barthea43550|Barthea02053|Barthea10081|Barthea10086|Barthea19325|Barthea25488|Barthea28721|Barthea24737|Barthea22135|Barthea10333|Barthea12605|Barthea07261|Barthea14772|Barthea44041|Barthea24326|Barthea20192|Barthea37158|Barthea15746|Barthea23410|Barthea06935|Barthea32436|Barthea34828|Barthea03997|Barthea12497|Barthea12496|Barthea27726|Barthea31195|Barthea10476|Barthea12498|Barthea34826|Barthea03971|Barthea31584|Barthea33082|Barthea31582|Barthea04663|Barthea12492|Barthea18392|Barthea36987|Barthea14382	http://amigo.geneontology.org/amigo/term/GO:0020037
photosynthesis, light harvesting in photosystem I	Gene Ontology	GO:0009768	20	43	8.2138133121e-08	3.52525522638e-05	Barthea28016|Barthea45262|Barthea35055|Barthea34245|Barthea18634|Barthea25283|Barthea37549|Barthea27612|Barthea39123|Barthea03304|Barthea32671|Barthea30728|Barthea43515|Barthea28765|Barthea06673|Barthea04370|Barthea07157|Barthea17653|Barthea21300|Barthea08824	http://amigo.geneontology.org/amigo/term/GO:0009768
defense response	Gene Ontology	GO:0006952	64	326	9.41143653114e-08	3.52525522638e-05	Barthea08520|Barthea37180|Barthea10309|Barthea10482|Barthea32852|Barthea32281|Barthea43792|Barthea41559|Barthea36589|Barthea44865|Barthea36685|Barthea22965|Barthea22966|Barthea26469|Barthea11930|Barthea20128|Barthea09966|Barthea17162|Barthea13230|Barthea09841|Barthea43807|Barthea08519|Barthea37892|Barthea20149|Barthea37270|Barthea23872|Barthea45013|Barthea29821|Barthea29824|Barthea44984|Barthea29717|Barthea17441|Barthea01414|Barthea15258|Barthea41060|Barthea01411|Barthea13181|Barthea30464|Barthea30463|Barthea23452|Barthea30502|Barthea17818|Barthea19862|Barthea05469|Barthea21318|Barthea44817|Barthea16893|Barthea11929|Barthea29839|Barthea13345|Barthea31195|Barthea26790|Barthea19742|Barthea42393|Barthea10504|Barthea45804|Barthea33848|Barthea25697|Barthea26475|Barthea29832|Barthea29831|Barthea01027|Barthea29835|Barthea29834	http://amigo.geneontology.org/amigo/term/GO:0006952
response to salicylic acid	Gene Ontology	GO:0009751	41	175	4.02133403017e-07	0.000117154864746	Barthea35621|Barthea28424|Barthea23185|Barthea17818|Barthea26287|Barthea22530|Barthea00817|Barthea17771|Barthea10721|Barthea13498|Barthea38308|Barthea14613|Barthea38307|Barthea44984|Barthea45326|Barthea03862|Barthea36369|Barthea25044|Barthea39509|Barthea15463|Barthea45013|Barthea45417|Barthea06854|Barthea19391|Barthea32436|Barthea13328|Barthea29250|Barthea30869|Barthea34928|Barthea18651|Barthea24860|Barthea07600|Barthea17034|Barthea09716|Barthea22592|Barthea36591|Barthea37520|Barthea00040|Barthea44598|Barthea18267|Barthea44140	http://amigo.geneontology.org/amigo/term/GO:0009751
response to wounding	Gene Ontology	GO:0009611	69	395	1.3263739835e-06	0.000347775258474	Barthea27547|Barthea35040|Barthea00617|Barthea43343|Barthea40145|Barthea17099|Barthea11216|Barthea22831|Barthea32281|Barthea37652|Barthea10504|Barthea17805|Barthea34182|Barthea43792|Barthea04240|Barthea45640|Barthea31703|Barthea07972|Barthea05859|Barthea06800|Barthea06569|Barthea19081|Barthea07344|Barthea45438|Barthea13499|Barthea36754|Barthea36755|Barthea34382|Barthea43400|Barthea01283|Barthea14613|Barthea44150|Barthea03949|Barthea44530|Barthea19495|Barthea36591|Barthea44345|Barthea04580|Barthea42561|Barthea27471|Barthea06570|Barthea22640|Barthea15704|Barthea35037|Barthea39509|Barthea28801|Barthea41582|Barthea30502|Barthea43898|Barthea35288|Barthea02024|Barthea22842|Barthea19391|Barthea25044|Barthea29250|Barthea30869|Barthea43807|Barthea34928|Barthea31195|Barthea03950|Barthea05228|Barthea31584|Barthea22530|Barthea31582|Barthea29814|Barthea44598|Barthea27502|Barthea44140|Barthea02644	http://amigo.geneontology.org/amigo/term/GO:0009611
cell wall	Gene Ontology	GO:0005618	103	682	1.87844917749e-06	0.000419703873892	Barthea31649|Barthea12312|Barthea30734|Barthea06033|Barthea35190|Barthea22430|Barthea23409|Barthea15120|Barthea18115|Barthea03985|Barthea20242|Barthea14801|Barthea33741|Barthea21897|Barthea14555|Barthea20825|Barthea00230|Barthea17441|Barthea19022|Barthea29157|Barthea22384|Barthea21879|Barthea29792|Barthea12319|Barthea39968|Barthea33751|Barthea33750|Barthea25582|Barthea18618|Barthea28879|Barthea43343|Barthea34310|Barthea09793|Barthea21450|Barthea07603|Barthea42699|Barthea45305|Barthea06948|Barthea19221|Barthea45715|Barthea45716|Barthea04946|Barthea34309|Barthea26049|Barthea34549|Barthea24718|Barthea40807|Barthea37074|Barthea12605|Barthea01195|Barthea17170|Barthea33737|Barthea33736|Barthea22432|Barthea44795|Barthea40053|Barthea17099|Barthea00593|Barthea17318|Barthea28857|Barthea18392|Barthea10502|Barthea44398|Barthea32540|Barthea24797|Barthea09332|Barthea33780|Barthea33781|Barthea45731|Barthea34321|Barthea33744|Barthea45734|Barthea06730|Barthea40820|Barthea41991|Barthea04252|Barthea41856|Barthea05228|Barthea23907|Barthea03971|Barthea16227|Barthea21120|Barthea27547|Barthea26659|Barthea42095|Barthea26657|Barthea35803|Barthea39423|Barthea06196|Barthea41310|Barthea29737|Barthea01967|Barthea38742|Barthea20310|Barthea01968|Barthea45298|Barthea08223|Barthea08222|Barthea36988|Barthea21883|Barthea14532|Barthea06729|Barthea21096	http://amigo.geneontology.org/amigo/term/GO:0005618
plastoglobule	Gene Ontology	GO:0010287	34	140	1.92084152811e-06	0.000419703873892	Barthea28016|Barthea34245|Barthea17653|Barthea37549|Barthea18073|Barthea38070|Barthea23893|Barthea18072|Barthea45425|Barthea30909|Barthea39123|Barthea28984|Barthea21300|Barthea06673|Barthea34059|Barthea30728|Barthea03144|Barthea45262|Barthea04778|Barthea43515|Barthea30049|Barthea08824|Barthea03304|Barthea01960|Barthea04370|Barthea07157|Barthea19969|Barthea38012|Barthea31195|Barthea18634|Barthea25283|Barthea25286|Barthea32671|Barthea01505	http://amigo.geneontology.org/amigo/term/GO:0010287
response to water deprivation	Gene Ontology	GO:0009414	86	541	2.24656477009e-06	0.000450913229916	Barthea42178|Barthea19331|Barthea11361|Barthea11362|Barthea01579|Barthea12001|Barthea00394|Barthea08163|Barthea15120|Barthea01027|Barthea17441|Barthea15258|Barthea31435|Barthea17858|Barthea25908|Barthea12017|Barthea28244|Barthea28885|Barthea40953|Barthea06822|Barthea38991|Barthea37414|Barthea28801|Barthea02308|Barthea13820|Barthea32390|Barthea16018|Barthea20869|Barthea27184|Barthea38905|Barthea43649|Barthea01195|Barthea19478|Barthea40885|Barthea40541|Barthea22313|Barthea40730|Barthea01443|Barthea00917|Barthea17866|Barthea10423|Barthea06800|Barthea03495|Barthea41610|Barthea17771|Barthea33932|Barthea34382|Barthea09704|Barthea43981|Barthea43718|Barthea24565|Barthea37050|Barthea15746|Barthea28463|Barthea41582|Barthea13345|Barthea20720|Barthea07600|Barthea40136|Barthea35729|Barthea09739|Barthea35151|Barthea18267|Barthea02024|Barthea01015|Barthea05723|Barthea28110|Barthea35740|Barthea01409|Barthea33379|Barthea28200|Barthea31703|Barthea11837|Barthea10721|Barthea15358|Barthea29589|Barthea13916|Barthea03141|Barthea14931|Barthea35539|Barthea42168|Barthea04989|Barthea05614|Barthea42393|Barthea24324|Barthea11145	http://amigo.geneontology.org/amigo/term/GO:0009414
iron ion binding	Gene Ontology	GO:0005506	64	363	2.4076221277e-06	0.000450913229916	Barthea37048|Barthea27689|Barthea41347|Barthea00966|Barthea04437|Barthea10482|Barthea26853|Barthea29454|Barthea00579|Barthea05641|Barthea03374|Barthea05092|Barthea05450|Barthea35982|Barthea10078|Barthea07259|Barthea29589|Barthea10608|Barthea22842|Barthea36128|Barthea34700|Barthea36754|Barthea16039|Barthea45347|Barthea20924|Barthea36755|Barthea01783|Barthea20263|Barthea39349|Barthea40334|Barthea23133|Barthea44033|Barthea43550|Barthea02053|Barthea10081|Barthea10086|Barthea24737|Barthea26842|Barthea22135|Barthea10333|Barthea25534|Barthea12905|Barthea07261|Barthea44041|Barthea24326|Barthea20192|Barthea05619|Barthea23410|Barthea28721|Barthea34828|Barthea03997|Barthea32550|Barthea27726|Barthea31195|Barthea10476|Barthea34826|Barthea24220|Barthea31584|Barthea33082|Barthea31582|Barthea04663|Barthea39348|Barthea36987|Barthea05715	http://amigo.geneontology.org/amigo/term/GO:0005506
chlorophyll binding	Gene Ontology	GO:0016168	16	37	3.37294690242e-06	0.000589591118542	Barthea28016|Barthea45262|Barthea08824|Barthea34245|Barthea18634|Barthea25283|Barthea37549|Barthea27612|Barthea39123|Barthea03304|Barthea32671|Barthea30728|Barthea43515|Barthea06673|Barthea21300|Barthea17653	http://amigo.geneontology.org/amigo/term/GO:0016168
response to light stimulus	Gene Ontology	GO:0009416	60	343	6.03869671426e-06	0.00098959142405	Barthea28016|Barthea38236|Barthea25283|Barthea41958|Barthea34245|Barthea29537|Barthea21293|Barthea37549|Barthea05649|Barthea39123|Barthea44823|Barthea10179|Barthea10172|Barthea38715|Barthea10170|Barthea10078|Barthea43951|Barthea35055|Barthea33445|Barthea42168|Barthea11837|Barthea08628|Barthea11830|Barthea10876|Barthea27612|Barthea06673|Barthea08163|Barthea30728|Barthea14931|Barthea15622|Barthea00542|Barthea45262|Barthea10081|Barthea08824|Barthea08676|Barthea43515|Barthea35729|Barthea05643|Barthea02535|Barthea03304|Barthea36871|Barthea36870|Barthea38723|Barthea04370|Barthea07157|Barthea28885|Barthea10168|Barthea12605|Barthea34829|Barthea44852|Barthea24961|Barthea18634|Barthea27726|Barthea03971|Barthea04913|Barthea32671|Barthea28765|Barthea45967|Barthea17653|Barthea21300	http://amigo.geneontology.org/amigo/term/GO:0009416
response to jasmonic acid	Gene Ontology	GO:0009753	41	209	1.78207003502e-05	0.0027485809599	Barthea19221|Barthea19081|Barthea14295|Barthea26287|Barthea03230|Barthea04240|Barthea04360|Barthea31703|Barthea07972|Barthea28194|Barthea38589|Barthea10721|Barthea43807|Barthea17771|Barthea24509|Barthea38308|Barthea22640|Barthea14613|Barthea38307|Barthea04580|Barthea13606|Barthea07344|Barthea02535|Barthea22384|Barthea30502|Barthea45417|Barthea20196|Barthea29250|Barthea34928|Barthea31195|Barthea28424|Barthea07600|Barthea09324|Barthea03950|Barthea09716|Barthea36591|Barthea00040|Barthea44598|Barthea19495|Barthea18267|Barthea44140	http://amigo.geneontology.org/amigo/term/GO:0009753
response to high light intensity	Gene Ontology	GO:0009644	24	92	2.21123128413e-05	0.00322102690388	Barthea28016|Barthea39123|Barthea08542|Barthea37549|Barthea04360|Barthea28885|Barthea06800|Barthea03495|Barthea27612|Barthea08163|Barthea34382|Barthea28801|Barthea30728|Barthea45262|Barthea43515|Barthea35729|Barthea03304|Barthea04370|Barthea07157|Barthea45438|Barthea28765|Barthea32671|Barthea36319|Barthea02024	http://amigo.geneontology.org/amigo/term/GO:0009644
response to karrikin	Gene Ontology	GO:0080167	44	239	3.4610474099e-05	0.00477624542566	Barthea39494|Barthea12058|Barthea43248|Barthea42178|Barthea27664|Barthea39737|Barthea32281|Barthea12566|Barthea32444|Barthea15419|Barthea10682|Barthea28244|Barthea43951|Barthea28534|Barthea26469|Barthea19421|Barthea39123|Barthea41477|Barthea27495|Barthea20434|Barthea24815|Barthea20668|Barthea27127|Barthea18787|Barthea23710|Barthea24565|Barthea43515|Barthea30464|Barthea44505|Barthea30463|Barthea40820|Barthea44605|Barthea03304|Barthea22728|Barthea11874|Barthea22562|Barthea28522|Barthea26790|Barthea19742|Barthea44459|Barthea36664|Barthea26475|Barthea42271|Barthea44339	http://amigo.geneontology.org/amigo/term/GO:0080167
photosynthesis	Gene Ontology	GO:0015979	24	99	6.00515381114e-05	0.007632231401	Barthea34245|Barthea14201|Barthea40421|Barthea40422|Barthea06800|Barthea21300|Barthea19507|Barthea06673|Barthea34382|Barthea28801|Barthea40334|Barthea15354|Barthea26211|Barthea08824|Barthea45347|Barthea30235|Barthea04370|Barthea07157|Barthea19969|Barthea32550|Barthea18634|Barthea07460|Barthea01505|Barthea02024	http://amigo.geneontology.org/amigo/term/GO:0015979
nutrient reservoir activity	Gene Ontology	GO:0045735	22	86	6.11277114497e-05	0.007632231401	Barthea26776|Barthea33737|Barthea26657|Barthea33750|Barthea21450|Barthea26659|Barthea03985|Barthea33741|Barthea33744|Barthea20825|Barthea33781|Barthea45715|Barthea45716|Barthea45731|Barthea45734|Barthea24718|Barthea29737|Barthea33751|Barthea33736|Barthea25582|Barthea33780|Barthea27740	http://amigo.geneontology.org/amigo/term/GO:0045735
response to low light intensity stimulus	Gene Ontology	GO:0009645	10	19	6.59261207214e-05	0.00785719493325	Barthea28016|Barthea45262|Barthea39123|Barthea43515|Barthea37549|Barthea27612|Barthea03304|Barthea32671|Barthea30728|Barthea28765	http://amigo.geneontology.org/amigo/term/GO:0009645
